# Exact Riemann solution for problem: sedov
# Discretization: 1001
# Domain bounds: [0.00000e+00,1.20000e+00]
# Gamma: 1.40000e+00
# Time: 1.00000e+00
                   x                  rho                    P                |v_i|                 eint                 Cspd
  5.412000000000e-01   4.222214163979e-01   4.763860790799e-02   1.969034479636e-01   2.820712430602e-01   3.974416889478e-01
  5.424000000000e-01   4.275781645424e-01   4.770432265680e-02   1.973965653124e-01   2.789216487929e-01   3.952165524418e-01
  5.436000000000e-01   4.330012330274e-01   4.777104817613e-02   1.978906485617e-01   2.758135804956e-01   3.930084033167e-01
  5.448000000000e-01   4.384923880494e-01   4.783880970064e-02   1.983857823048e-01   2.727459529768e-01   3.908167520296e-01
  5.460000000000e-01   4.440519363085e-01   4.790761451663e-02   1.988819170534e-01   2.697185317719e-01   3.886417087656e-01
  5.472000000000e-01   4.496812307544e-01   4.797748284195e-02   1.993790962033e-01   2.667305168678e-01   3.864829743287e-01
  5.484000000000e-01   4.553812855969e-01   4.804843074504e-02   1.998773308423e-01   2.637813205370e-01   3.843403953538e-01
  5.496000000000e-01   4.611531322351e-01   4.812047452986e-02   2.003766319800e-01   2.608703658622e-01   3.822138208946e-01
  5.508000000000e-01   4.669978404843e-01   4.819363100096e-02   2.008770123268e-01   2.579970763408e-01   3.801030948977e-01
  5.520000000000e-01   4.729165344973e-01   4.826791766613e-02   2.013784875137e-01   2.551608695466e-01   3.780080514303e-01
  5.532000000000e-01   4.789103295440e-01   4.834335194469e-02   2.018810706314e-01   2.523611883185e-01   3.759285377015e-01
  5.544000000000e-01   4.849803869871e-01   4.841995185632e-02   2.023847768598e-01   2.495974742254e-01   3.738643946222e-01
  5.556000000000e-01   4.911279784766e-01   4.849773683759e-02   2.028896285661e-01   2.468691408501e-01   3.718154365758e-01
  5.568000000000e-01   4.973538064629e-01   4.857671912428e-02   2.033955999558e-01   2.441758688334e-01   3.697816741629e-01
  5.580000000000e-01   5.036598855563e-01   4.865692761311e-02   2.039027700471e-01   2.415167904397e-01   3.677626988239e-01
  5.592000000000e-01   5.100468468306e-01   4.873837365291e-02   2.044111037936e-01   2.388916525794e-01   3.657585616830e-01
  5.604000000000e-01   5.165163119771e-01   4.882108120425e-02   2.049206439209e-01   2.362998034727e-01   3.637690063003e-01
  5.616000000000e-01   5.230691572519e-01   4.890506471687e-02   2.054313722856e-01   2.337409118796e-01   3.617940168834e-01
  5.628000000000e-01   5.297071702065e-01   4.899035031747e-02   2.059433400857e-01   2.312143060966e-01   3.598333105954e-01
  5.640000000000e-01   5.364314245872e-01   4.907695499235e-02   2.064565408509e-01   2.287196123443e-01   3.578868297560e-01
  5.652000000000e-01   5.432434116033e-01   4.916490109278e-02   2.069709983589e-01   2.262563155054e-01   3.559544025336e-01
  5.664000000000e-01   5.501445268245e-01   4.925420974602e-02   2.074867268865e-01   2.238239559990e-01   3.540358955804e-01
  5.676000000000e-01   5.571361706739e-01   4.934490213980e-02   2.080037390412e-01   2.214220900436e-01   3.521311835444e-01
  5.688000000000e-01   5.642199214379e-01   4.943700176910e-02   2.085220583939e-01   2.190502315263e-01   3.502401028648e-01
  5.700000000000e-01   5.713972163206e-01   4.953053029542e-02   2.090416958854e-01   2.167079611201e-01   3.483625384958e-01
  5.712000000000e-01   5.786694317352e-01   4.962550856947e-02   2.095626561526e-01   2.143948939063e-01   3.464983991125e-01
  5.724000000000e-01   5.860383546446e-01   4.972196279245e-02   2.100849710472e-01   2.121105316673e-01   3.446474977912e-01
  5.736000000000e-01   5.935055136482e-01   4.981991578410e-02   2.106086514942e-01   2.098544775004e-01   3.428097247749e-01
  5.748000000000e-01   6.010725443840e-01   4.991939174764e-02   2.111337137454e-01   2.076263182125e-01   3.409849530390e-01
  5.760000000000e-01   6.087410250345e-01   5.002041410855e-02   2.116601678155e-01   2.054256738558e-01   3.391730787654e-01
  5.772000000000e-01   6.165130137248e-01   5.012301260117e-02   2.121880540628e-01   2.032520461261e-01   3.373738961903e-01
  5.784000000000e-01   6.243897430717e-01   5.022720604005e-02   2.127173542669e-01   2.011051854926e-01   3.355874012472e-01
  5.796000000000e-01   6.323733864136e-01   5.033302563597e-02   2.132481114580e-01   1.989845980135e-01   3.338133833260e-01
  5.808000000000e-01   6.404657537882e-01   5.044049777725e-02   2.137803413194e-01   1.968899097216e-01   3.320517270609e-01
  5.820000000000e-01   6.486683423064e-01   5.054964464479e-02   2.143140368163e-01   1.948208404354e-01   3.303023927310e-01
  5.832000000000e-01   6.569835363631e-01   5.066050018057e-02   2.148492461917e-01   1.927769014617e-01   3.285651606889e-01
  5.844000000000e-01   6.654129143105e-01   5.077308755251e-02   2.153859627195e-01   1.907578229268e-01   3.268399927167e-01
  5.856000000000e-01   6.739587128234e-01   5.088743865860e-02   2.159242192980e-01   1.887631901271e-01   3.251267237112e-01
  5.868000000000e-01   6.826228963016e-01   5.100358171231e-02   2.164640286053e-01   1.867926712854e-01   3.234252555380e-01
  5.880000000000e-01   6.914075541233e-01   5.112154653998e-02   2.170054084537e-01   1.848459213206e-01   3.217354751027e-01
  5.892000000000e-01   7.003148237198e-01   5.124136355054e-02   2.175483767828e-01   1.829226007182e-01   3.200572705036e-01
  5.904000000000e-01   7.093468749318e-01   5.136306352050e-02   2.180929506413e-01   1.810223789505e-01   3.183905341122e-01
  5.916000000000e-01   7.185059778138e-01   5.148667850364e-02   2.186391501828e-01   1.791449204790e-01   3.167351503516e-01
  5.928000000000e-01   7.277944070081e-01   5.161224053818e-02   2.191869928113e-01   1.772899050927e-01   3.150910136007e-01
  5.940000000000e-01   7.372145847099e-01   5.173978357403e-02   2.197365015448e-01   1.754569993837e-01   3.134580030161e-01
  5.952000000000e-01   7.467686812387e-01   5.186933805718e-02   2.202876817119e-01   1.736459340098e-01   3.118360515487e-01
  5.964000000000e-01   7.564592932179e-01   5.200094011000e-02   2.208405603187e-01   1.718563727626e-01   3.102250292079e-01
  5.976000000000e-01   7.662891693842e-01   5.213462783127e-02   2.213951693993e-01   1.700879704236e-01   3.086247939444e-01
  5.988000000000e-01   7.762604560042e-01   5.227043101455e-02   2.219515037710e-01   1.683405054652e-01   3.070353123999e-01
  6.000000000000e-01   7.863760444586e-01   5.240838947061e-02   2.225095969360e-01   1.666136380931e-01   3.054564409734e-01
  6.012000000000e-01   7.966384647232e-01   5.254853796374e-02   2.230694588370e-01   1.649071074606e-01   3.038881046996e-01
  6.024000000000e-01   8.070507696290e-01   5.269091826594e-02   2.236311244963e-01   1.632205811853e-01   3.023301596992e-01
  6.036000000000e-01   8.176155191176e-01   5.283556527402e-02   2.241945986541e-01   1.615538234005e-01   3.007825478719e-01
  6.048000000000e-01   8.283356930407e-01   5.298251947502e-02   2.247599052216e-01   1.599065448952e-01   2.992451589272e-01
  6.060000000000e-01   8.392142794664e-01   5.313182131442e-02   2.253270647765e-01   1.582784713465e-01   2.977178932379e-01
  6.072000000000e-01   8.502543230417e-01   5.328351184773e-02   2.258960971236e-01   1.566693352911e-01   2.962006545621e-01
  6.084000000000e-01   8.614588142589e-01   5.343763120679e-02   2.264670156241e-01   1.550788915334e-01   2.946933648027e-01
  6.096000000000e-01   8.728313027678e-01   5.359422703119e-02   2.270398581753e-01   1.535068313351e-01   2.931958825558e-01
  6.108000000000e-01   8.843746889838e-01   5.375333782850e-02   2.276146258795e-01   1.519529518938e-01   2.917081641993e-01
  6.120000000000e-01   8.960924561577e-01   5.391500992173e-02   2.281913453171e-01   1.504169841829e-01   2.902301003384e-01
  6.132000000000e-01   9.079880502552e-01   5.407928890514e-02   2.287700369961e-01   1.488986801366e-01   2.887615986874e-01
  6.144000000000e-01   9.200649962902e-01   5.424622123435e-02   2.293507211396e-01   1.473977964956e-01   2.873025687973e-01
  6.156000000000e-01   9.323269075692e-01   5.441585434269e-02   2.299334180193e-01   1.459140938144e-01   2.858529211606e-01
  6.168000000000e-01   9.447774896336e-01   5.458823668422e-02   2.305181480158e-01   1.444473362331e-01   2.844125670404e-01
  6.180000000000e-01   9.574206810586e-01   5.476341967325e-02   2.311049379833e-01   1.429972757970e-01   2.829814030044e-01
  6.192000000000e-01   9.702599570807e-01   5.494144801919e-02   2.316937889908e-01   1.415637314985e-01   2.815593891867e-01
  6.204000000000e-01   9.832997045195e-01   5.512237877063e-02   2.322847396510e-01   1.401464337813e-01   2.801463955105e-01
  6.216000000000e-01   9.965440278257e-01   5.530626475656e-02   2.328778106381e-01   1.387451613082e-01   2.787423368141e-01
  6.228000000000e-01   1.009996879904e+00   5.549315637219e-02   2.334730113452e-01   1.373597222831e-01   2.773471551658e-01
  6.240000000000e-01   1.023663071676e+00   5.568311559090e-02   2.340703842865e-01   1.359898513770e-01   2.759607159925e-01
  6.252000000000e-01   1.037546292407e+00   5.587618843735e-02   2.346699180002e-01   1.346354105987e-01   2.745830110099e-01
  6.264000000000e-01   1.051651639082e+00   5.607244012986e-02   2.352716573848e-01   1.332961363964e-01   2.732139022488e-01
  6.276000000000e-01   1.065983634208e+00   5.627192750731e-02   2.358756171524e-01   1.319718373283e-01   2.718533224072e-01
  6.288000000000e-01   1.080547064613e+00   5.647471067252e-02   2.364818181773e-01   1.306623110691e-01   2.705011907528e-01
  6.300000000000e-01   1.095346848957e+00   5.668085113148e-02   2.370902815569e-01   1.293673578955e-01   2.691574268369e-01
  6.312000000000e-01   1.110388037406e+00   5.689041176927e-02   2.377010284229e-01   1.280867810459e-01   2.678219509034e-01
  6.324000000000e-01   1.125675815755e+00   5.710345688686e-02   2.383140799367e-01   1.268203866682e-01   2.664946838761e-01
  6.336000000000e-01   1.141215485418e+00   5.732005190070e-02   2.389294563292e-01   1.255679856984e-01   2.651755493840e-01
  6.348000000000e-01   1.157012563496e+00   5.754026471506e-02   2.395471806732e-01   1.243293861503e-01   2.638644656717e-01
  6.360000000000e-01   1.173072673158e+00   5.776416417079e-02   2.401672743209e-01   1.231044024222e-01   2.625613554133e-01
  6.372000000000e-01   1.189401534062e+00   5.799181988686e-02   2.407897564621e-01   1.218928558315e-01   2.612661464209e-01
  6.384000000000e-01   1.206005101339e+00   5.822330417250e-02   2.414146492712e-01   1.206945644505e-01   2.599787608485e-01
  6.396000000000e-01   1.222889470970e+00   5.845869068134e-02   2.420419740340e-01   1.195093507407e-01   2.586991233360e-01
  6.408000000000e-01   1.240060907442e+00   5.869805476896e-02   2.426717520131e-01   1.183370397709e-01   2.574271591572e-01
  6.420000000000e-01   1.257525882131e+00   5.894147399870e-02   2.433040056264e-01   1.171774570135e-01   2.561627918483e-01
  6.432000000000e-01   1.275290751884e+00   5.918902363230e-02   2.439387467549e-01   1.160304494189e-01   2.549059663377e-01
  6.444000000000e-01   1.293362845846e+00   5.944079174235e-02   2.445760152896e-01   1.148958158441e-01   2.536565726976e-01
  6.456000000000e-01   1.311748805837e+00   5.969685605308e-02   2.452158197179e-01   1.137734141389e-01   2.524145636008e-01
  6.468000000000e-01   1.330455839774e+00   5.995730137226e-02   2.458581816899e-01   1.126630805394e-01   2.511798660364e-01
  6.480000000000e-01   1.349491334201e+00   6.022221415536e-02   2.465031219020e-01   1.115646551947e-01   2.499524092883e-01
  6.492000000000e-01   1.368863118398e+00   6.049168614166e-02   2.471506686927e-01   1.104779676811e-01   2.487321087061e-01
  6.504000000000e-01   1.388578706779e+00   6.076580377584e-02   2.478008324718e-01   1.094028798641e-01   2.475189138710e-01
  6.516000000000e-01   1.408646244908e+00   6.104466132857e-02   2.484536372356e-01   1.083392327017e-01   2.463127489858e-01
  6.528000000000e-01   1.429074085853e+00   6.132835495659e-02   2.491091059117e-01   1.072868712051e-01   2.451135407824e-01
  6.540000000000e-01   1.449870823356e+00   6.161698311862e-02   2.497672612062e-01   1.062456429326e-01   2.439212168759e-01
  6.552000000000e-01   1.471045163265e+00   6.191064474569e-02   2.504281213616e-01   1.052154044820e-01   2.427357132973e-01
  6.564000000000e-01   1.492606110227e+00   6.220944178544e-02   2.510917058927e-01   1.041960121950e-01   2.415569639427e-01
  6.576000000000e-01   1.514562993153e+00   6.251347950178e-02   2.517580359911e-01   1.031873216637e-01   2.403848999660e-01
  6.588000000000e-01   1.536925390922e+00   6.282286539086e-02   2.524271319138e-01   1.021891917492e-01   2.392194544337e-01
  6.600000000000e-01   1.559703167875e+00   6.313770961733e-02   2.530990137909e-01   1.012014832658e-01   2.380605608429e-01
  6.612000000000e-01   1.582906483693e+00   6.345812509269e-02   2.537737016169e-01   1.002240589486e-01   2.369081531126e-01
  6.624000000000e-01   1.606545803661e+00   6.378422755616e-02   2.544512152413e-01   9.925678342128e-02   2.357621655735e-01
  6.636000000000e-01   1.630631909344e+00   6.411613565843e-02   2.551315743588e-01   9.829952316495e-02   2.346225329596e-01
  6.648000000000e-01   1.655175909680e+00   6.445397104832e-02   2.558147985008e-01   9.735214648692e-02   2.334891903979e-01
  6.660000000000e-01   1.680189252530e+00   6.479785846238e-02   2.565009070249e-01   9.641452349015e-02   2.323620733994e-01
  6.672000000000e-01   1.705683736692e+00   6.514792581786e-02   2.571899191061e-01   9.548652604294e-02   2.312411178490e-01
  6.684000000000e-01   1.731671524406e+00   6.550430430887e-02   2.578818537274e-01   9.456802774902e-02   2.301262599954e-01
  6.696000000000e-01   1.758165154370e+00   6.586712850603e-02   2.585767296700e-01   9.365890391796e-02   2.290174364411e-01
  6.708000000000e-01   1.785177669942e+00   6.623653802645e-02   2.592745684433e-01   9.275902777314e-02   2.279145795094e-01
  6.720000000000e-01   1.812722080758e+00   6.661267009017e-02   2.599753801027e-01   9.186828857722e-02   2.268176395328e-01
  6.732000000000e-01   1.840812427408e+00   6.699567398135e-02   2.606791901943e-01   9.098655705472e-02   2.257265424150e-01
  6.744000000000e-01   1.869462828321e+00   6.738569792602e-02   2.613860148564e-01   9.011371730048e-02   2.246412288256e-01
  6.756000000000e-01   1.898687906591e+00   6.778289482877e-02   2.620958713973e-01   8.924965313346e-02   2.235616374845e-01
  6.768000000000e-01   1.928502764799e+00   6.818742182377e-02   2.628087771897e-01   8.839424950329e-02   2.224877069005e-01
  6.780000000000e-01   1.958922989439e+00   6.859944022683e-02   2.635247493358e-01   8.754739287438e-02   2.214193758677e-01
  6.792000000000e-01   1.989964668931e+00   6.901911566767e-02   2.642438046561e-01   8.670897120089e-02   2.203565834562e-01
  6.804000000000e-01   2.021644412400e+00   6.944661822693e-02   2.649659596799e-01   8.587887390206e-02   2.192992690028e-01
  6.816000000000e-01   2.053979369250e+00   6.988212257841e-02   2.656912306339e-01   8.505699183814e-02   2.182473721018e-01
  6.828000000000e-01   2.086987437541e+00   7.032581066044e-02   2.664196375458e-01   8.424321272307e-02   2.172008267132e-01
  6.840000000000e-01   2.120686528579e+00   7.077786166261e-02   2.671511876055e-01   8.343743960834e-02   2.161595849845e-01
  6.852000000000e-01   2.155095716058e+00   7.123846733340e-02   2.678859000319e-01   8.263956306277e-02   2.151235814948e-01
  6.864000000000e-01   2.190234530414e+00   7.170782234158e-02   2.686237898915e-01   8.184947929756e-02   2.140927565487e-01
  6.876000000000e-01   2.226123152557e+00   7.218612672850e-02   2.693648718625e-01   8.106708589502e-02   2.130670507169e-01
  6.888000000000e-01   2.262782439003e+00   7.267358608407e-02   2.701091602227e-01   8.029228178481e-02   2.120464048257e-01
  6.900000000000e-01   2.300233947882e+00   7.317041172647e-02   2.708566688340e-01   7.952496722546e-02   2.110307599528e-01
  6.912000000000e-01   2.338499961951e+00   7.367682083402e-02   2.716074110458e-01   7.876504386658e-02   2.100200575309e-01
  6.924000000000e-01   2.377603597831e+00   7.419303770592e-02   2.723614012326e-01   7.801241318528e-02   2.090142372753e-01
  6.936000000000e-01   2.417568497044e+00   7.471928949798e-02   2.731186482914e-01   7.726698291004e-02   2.080132458033e-01
  6.948000000000e-01   2.458419741829e+00   7.525581808270e-02   2.738791723886e-01   7.652865050082e-02   2.070170144709e-01
  6.960000000000e-01   2.500182259165e+00   7.580285885787e-02   2.746429744066e-01   7.579733295442e-02   2.060254995249e-01
  6.972000000000e-01   2.542882487784e+00   7.636066245568e-02   2.754100666440e-01   7.507293673865e-02   2.050386416597e-01
  6.984000000000e-01   2.586548468166e+00   7.692949557758e-02   2.761804727345e-01   7.435535862210e-02   2.040563667921e-01
  6.996000000000e-01   2.631207838500e+00   7.750961463620e-02   2.769541915148e-01   7.364451935541e-02   2.030786321577e-01
  7.008000000000e-01   2.676890066711e+00   7.810129463007e-02   2.777312361305e-01   7.294032691267e-02   2.021053761558e-01
  7.020000000000e-01   2.723625476169e+00   7.870481616589e-02   2.785116159198e-01   7.224269347468e-02   2.011365415478e-01
  7.032000000000e-01   2.771445483799e+00   7.932046828431e-02   2.792953398620e-01   7.155153217699e-02   2.001720710267e-01
  7.044000000000e-01   2.820382638326e+00   7.994854866505e-02   2.800824164445e-01   7.086675720756e-02   1.992119073656e-01
  7.056000000000e-01   2.870470667553e+00   8.058936393383e-02   2.808728536506e-01   7.018828379329e-02   1.982559934132e-01
  7.068000000000e-01   2.921744646147e+00   8.124323148757e-02   2.816666607609e-01   6.951602666125e-02   1.973042699241e-01
  7.080000000000e-01   2.974240460690e+00   8.191047235579e-02   2.824638393415e-01   6.884990759690e-02   1.963566862988e-01
  7.092000000000e-01   3.027996137709e+00   8.259142775405e-02   2.832644027015e-01   6.818983908656e-02   1.954131773665e-01
  7.104000000000e-01   3.083050180647e+00   8.328643759495e-02   2.840683498389e-01   6.753574602657e-02   1.944736943005e-01
  7.116000000000e-01   3.139443357381e+00   8.399586276162e-02   2.848756912369e-01   6.688754438278e-02   1.935381741527e-01
  7.128000000000e-01   3.197217578982e+00   8.472007050555e-02   2.856864312439e-01   6.624515568043e-02   1.926065605867e-01
  7.140000000000e-01   3.256415803457e+00   8.545943291842e-02   2.865005663838e-01   6.560850800112e-02   1.916788055071e-01
  7.152000000000e-01   3.317084369134e+00   8.621435560672e-02   2.873181162817e-01   6.497751188435e-02   1.907548338974e-01
  7.164000000000e-01   3.379269200233e+00   8.698522988705e-02   2.881390707516e-01   6.435210154391e-02   1.898346039704e-01
  7.176000000000e-01   3.443018759714e+00   8.777246921039e-02   2.889634295106e-01   6.373220372584e-02   1.889180618323e-01
  7.188000000000e-01   3.508384563299e+00   8.857651480265e-02   2.897912065923e-01   6.311773496074e-02   1.880051371054e-01
  7.200000000000e-01   3.575418518892e+00   8.939780232485e-02   2.906223951127e-01   6.250862790781e-02   1.870957819631e-01
  7.212000000000e-01   3.644175327890e+00   9.023679095384e-02   2.914569971048e-01   6.190480893113e-02   1.861899379704e-01
  7.224000000000e-01   3.714711699191e+00   9.109395309406e-02   2.922950122074e-01   6.130620655830e-02   1.852875486174e-01
  7.236000000000e-01   3.787087470645e+00   9.196978735249e-02   2.931364496048e-01   6.071274301517e-02   1.843885465220e-01
  7.248000000000e-01   3.861362190509e+00   9.286477657344e-02   2.939812872924e-01   6.012436284902e-02   1.834928968528e-01
  7.260000000000e-01   3.937601060402e+00   9.377945900668e-02   2.948295395474e-01   5.954098546813e-02   1.826005253611e-01
  7.272000000000e-01   4.015870094431e+00   9.471436907804e-02   2.956811996539e-01   5.896254538300e-02   1.817113794303e-01
  7.284000000000e-01   4.096238353810e+00   9.567006363362e-02   2.965362642935e-01   5.838897506089e-02   1.808254020709e-01
  7.296000000000e-01   4.178777776186e+00   9.664711906043e-02   2.973947300464e-01   5.782020738887e-02   1.799425356545e-01
  7.308000000000e-01   4.263563222688e+00   9.764613101523e-02   2.982565924452e-01   5.725617629850e-02   1.790627228855e-01
  7.320000000000e-01   4.350672653585e+00   9.866771563773e-02   2.991218463452e-01   5.669681650056e-02   1.781859064020e-01
  7.332000000000e-01   4.440186213298e+00   9.971249800179e-02   2.999904757105e-01   5.614206995596e-02   1.773120390028e-01
  7.344000000000e-01   4.532190620756e+00   1.007811623473e-01   3.008624944500e-01   5.559185986450e-02   1.764410426293e-01
  7.356000000000e-01   4.626773031057e+00   1.018743794151e-01   3.017378852167e-01   5.504612973839e-02   1.755728699244e-01
  7.368000000000e-01   4.724025358928e+00   1.029928558986e-01   3.026166399186e-01   5.450481743495e-02   1.747074633883e-01
  7.380000000000e-01   4.824042901844e+00   1.041373173432e-01   3.034987449830e-01   5.396786443555e-02   1.738447700793e-01
  7.392000000000e-01   4.926927679503e+00   1.053085450726e-01   3.043842086592e-01   5.343519933869e-02   1.729847150174e-01
  7.404000000000e-01   5.032781407670e+00   1.065072948448e-01   3.052729983108e-01   5.290677570582e-02   1.721272622081e-01
  7.416000000000e-01   5.141714817842e+00   1.077344016604e-01   3.061651188419e-01   5.238252483714e-02   1.712723384228e-01
  7.428000000000e-01   5.253841242403e+00   1.089907053957e-01   3.070605556944e-01   5.186238999574e-02   1.704198885037e-01
  7.440000000000e-01   5.369279476966e+00   1.102770818494e-01   3.079592971963e-01   5.134631300277e-02   1.695698536932e-01
  7.452000000000e-01   5.488153643018e+00   1.115944395966e-01   3.088613311549e-01   5.083423627298e-02   1.687221749293e-01
  7.464000000000e-01   5.610593451321e+00   1.129437212924e-01   3.097666447426e-01   5.032610287679e-02   1.678767929495e-01
  7.476000000000e-01   5.736734496162e+00   1.143259052142e-01   3.106752245011e-01   4.982185653297e-02   1.670336482822e-01
  7.488000000000e-01   5.866718567386e+00   1.157420068853e-01   3.115870563455e-01   4.932144160140e-02   1.661926812371e-01
  7.500000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.512000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.524000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.536000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.548000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.560000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.572000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.584000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.596000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.608000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.620000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.632000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.644000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.656000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.668000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.680000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.692000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.704000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.716000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.728000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.740000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.752000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.764000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.776000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.788000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.800000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.812000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.824000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.836000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.848000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.860000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.872000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.884000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.896000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.908000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.920000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.932000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.944000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.956000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.968000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.980000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.992000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.004000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.016000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.028000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.040000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.052000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.064000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.076000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.088000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.100000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.112000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.124000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
