# Exact Riemann solution for problem: sedov
# Discretization: 1001
# Domain bounds: [0.00000e+00,1.20000e+00]
# Gamma: 1.40000e+00
# Time: 1.00000e+00
                   x                  rho                |m_i|                 Erho                   Ma
  6.480000000000e-01   1.349491334201e+00   3.326538268603e-01   1.915556388053e-01   2.499524092883e-01
  6.492000000000e-01   1.368863118398e+00   3.383154350608e-01   1.930366583563e-01   2.487321087061e-01
  6.504000000000e-01   1.388578706779e+00   3.440909594926e-01   1.945475225438e-01   2.475189138710e-01
  6.516000000000e-01   1.408646244908e+00   3.499832831257e-01   1.960889631536e-01   2.463127489858e-01
  6.528000000000e-01   1.429074085853e+00   3.559953678083e-01   1.976617312832e-01   2.451135407824e-01
  6.540000000000e-01   1.449870823356e+00   3.621302646523e-01   1.992665999976e-01   2.439212168759e-01
  6.552000000000e-01   1.471045163265e+00   3.683910766744e-01   2.009043544932e-01   2.427357132973e-01
  6.564000000000e-01   1.492606110227e+00   3.747810144427e-01   2.025758065899e-01   2.415569639427e-01
  6.576000000000e-01   1.514562993153e+00   3.813034045411e-01   2.042817968764e-01   2.403848999660e-01
  6.588000000000e-01   1.536925390922e+00   3.879616683960e-01   2.060231891000e-01   2.392194544337e-01
  6.600000000000e-01   1.559703167875e+00   3.947593335957e-01   2.078008730522e-01   2.380605608429e-01
  6.612000000000e-01   1.582906483693e+00   4.017000376802e-01   2.096157654826e-01   2.369081531126e-01
  6.624000000000e-01   1.606545803661e+00   4.087875320824e-01   2.114688110473e-01   2.357621655735e-01
  6.636000000000e-01   1.630631909344e+00   4.160256862307e-01   2.133609832970e-01   2.346225329596e-01
  6.648000000000e-01   1.655175909680e+00   4.234184918181e-01   2.152932857038e-01   2.334891903979e-01
  6.660000000000e-01   1.680189252530e+00   4.309700672474e-01   2.172667527307e-01   2.323620733994e-01
  6.672000000000e-01   1.705683736692e+00   4.386846622605e-01   2.192824509446e-01   2.312411178490e-01
  6.684000000000e-01   1.731671524406e+00   4.465666627607e-01   2.213414801750e-01   2.301262599954e-01
  6.696000000000e-01   1.758165154370e+00   4.546205958368e-01   2.234449747211e-01   2.290174364411e-01
  6.708000000000e-01   1.785177669942e+00   4.628511699687e-01   2.255941137397e-01   2.279145795094e-01
  6.720000000000e-01   1.812722080758e+00   4.712631119657e-01   2.277900785562e-01   2.268176395328e-01
  6.732000000000e-01   1.840812427408e+00   4.798614928763e-01   2.300341376376e-01   2.257265424150e-01
  6.744000000000e-01   1.869462828321e+00   4.886514386168e-01   2.323275709120e-01   2.246412288256e-01
  6.756000000000e-01   1.898687906591e+00   4.976382613893e-01   2.346717039516e-01   2.235616374845e-01
  6.768000000000e-01   1.928502764799e+00   5.068274534238e-01   2.370679061997e-01   2.224877069005e-01
  6.780000000000e-01   1.958922989439e+00   5.162246897600e-01   2.395175915520e-01   2.214193758677e-01
  6.792000000000e-01   1.989964668931e+00   5.258358352497e-01   2.420222200346e-01   2.203565834562e-01
  6.804000000000e-01   2.021644412400e+00   5.356669518632e-01   2.445832995519e-01   2.192992690028e-01
  6.816000000000e-01   2.053979369250e+00   5.457243063128e-01   2.472023877116e-01   2.182473721018e-01
  6.828000000000e-01   2.086987437541e+00   5.560144366722e-01   2.498811089953e-01   2.172008267132e-01
  6.840000000000e-01   2.120686528579e+00   5.665439246489e-01   2.526210953069e-01   2.161595849845e-01
  6.852000000000e-01   2.155095716058e+00   5.773197555511e-01   2.554240794945e-01   2.151235814948e-01
  6.864000000000e-01   2.190234530414e+00   5.883491003111e-01   2.582918384064e-01   2.140927565487e-01
  6.876000000000e-01   2.226123152557e+00   5.996393777387e-01   2.612262088954e-01   2.130670507169e-01
  6.888000000000e-01   2.262782439003e+00   6.111982643659e-01   2.642290901689e-01   2.120464048257e-01
  6.900000000000e-01   2.300233947882e+00   6.230337046621e-01   2.673024462242e-01   2.110307599528e-01
  6.912000000000e-01   2.338499961951e+00   6.351539203962e-01   2.704483080522e-01   2.100200575309e-01
  6.924000000000e-01   2.377603597831e+00   6.475674474810e-01   2.736687829591e-01   2.090142372753e-01
  6.936000000000e-01   2.417568497044e+00   6.602830400646e-01   2.769660294410e-01   2.080132458033e-01
  6.948000000000e-01   2.458419741829e+00   6.733099642760e-01   2.803423330952e-01   2.070170144709e-01
  6.960000000000e-01   2.500182259165e+00   6.866574922158e-01   2.837999751750e-01   2.060254995249e-01
  6.972000000000e-01   2.542882487784e+00   7.003354354285e-01   2.873413706115e-01   2.050386416597e-01
  6.984000000000e-01   2.586548468166e+00   7.143541786889e-01   2.909690763290e-01   2.040563667921e-01
  6.996000000000e-01   2.631207838500e+00   7.287240396190e-01   2.946856252055e-01   2.030786321577e-01
  7.008000000000e-01   2.676890066711e+00   7.434559872131e-01   2.984937117438e-01   2.021053761558e-01
  7.020000000000e-01   2.723625476169e+00   7.585613325284e-01   3.023961116631e-01   2.011365415478e-01
  7.032000000000e-01   2.771445483799e+00   7.740518083066e-01   3.063957021467e-01   2.001720710267e-01
  7.044000000000e-01   2.820382638326e+00   7.899395846404e-01   3.104954655183e-01   1.992119073656e-01
  7.056000000000e-01   2.870470667553e+00   8.062372877161e-01   3.146984936947e-01   1.982559934132e-01
  7.068000000000e-01   2.921744646147e+00   8.229580580764e-01   3.190080028013e-01   1.973042699241e-01
  7.080000000000e-01   2.974240460690e+00   8.401153796514e-01   3.234272887026e-01   1.963566862988e-01
  7.092000000000e-01   3.027996137709e+00   8.577235173307e-01   3.279598392950e-01   1.954131773665e-01
  7.104000000000e-01   3.083050180647e+00   8.757969772871e-01   3.326091950533e-01   1.944736943005e-01
  7.116000000000e-01   3.139443357381e+00   8.943510965331e-01   3.373791003207e-01   1.935381741527e-01
  7.128000000000e-01   3.197217578982e+00   9.134016800498e-01   3.422734093967e-01   1.926065605867e-01
  7.140000000000e-01   3.256415803457e+00   9.329649720714e-01   3.472960787534e-01   1.916788055071e-01
  7.152000000000e-01   3.317084369134e+00   9.530584324872e-01   3.524513657811e-01   1.907548338974e-01
  7.164000000000e-01   3.379269200233e+00   9.736994871748e-01   3.577435074306e-01   1.898346039704e-01
  7.176000000000e-01   3.443018759714e+00   9.949065086763e-01   3.631769714207e-01   1.889180618323e-01
  7.188000000000e-01   3.508384563299e+00   1.016698995788e+00   3.687565013720e-01   1.880051371054e-01
  7.200000000000e-01   3.575418518892e+00   1.039096693491e+00   3.744868907201e-01   1.870957819631e-01
  7.212000000000e-01   3.644175327890e+00   1.062120397990e+00   3.803731882656e-01   1.861899379704e-01
  7.224000000000e-01   3.714711699191e+00   1.085791701462e+00   3.864206320519e-01   1.852875486174e-01
  7.236000000000e-01   3.787087470645e+00   1.110133375488e+00   3.926347465204e-01   1.843885465220e-01
  7.248000000000e-01   3.861362190509e+00   1.135168227468e+00   3.990210498358e-01   1.834928968528e-01
  7.260000000000e-01   3.937601060402e+00   1.160921107560e+00   4.055855653130e-01   1.826005253611e-01
  7.272000000000e-01   4.015870094431e+00   1.187417287176e+00   4.123344066760e-01   1.817113794303e-01
  7.284000000000e-01   4.096238353810e+00   1.214683219095e+00   4.192739711293e-01   1.808254020709e-01
  7.296000000000e-01   4.178777776186e+00   1.242746488673e+00   4.264109259085e-01   1.799425356545e-01
  7.308000000000e-01   4.263563222688e+00   1.271635838474e+00   4.337522135453e-01   1.790627228855e-01
  7.320000000000e-01   4.350672653585e+00   1.301381236984e+00   4.413050682972e-01   1.781859064020e-01
  7.332000000000e-01   4.440186213298e+00   1.332013574371e+00   4.490769379186e-01   1.773120390028e-01
  7.344000000000e-01   4.532190620756e+00   1.363566175483e+00   4.570758663201e-01   1.764410426293e-01
  7.356000000000e-01   4.626773031057e+00   1.396072709769e+00   4.653099620648e-01   1.755728699244e-01
  7.368000000000e-01   4.724025358928e+00   1.429568681009e+00   4.737877751364e-01   1.747074633883e-01
  7.380000000000e-01   4.824042901844e+00   1.464090966454e+00   4.825181787879e-01   1.738447700793e-01
  7.392000000000e-01   4.926927679503e+00   1.499678982847e+00   4.915106628999e-01   1.729847150174e-01
  7.404000000000e-01   5.032781407670e+00   1.536372270162e+00   5.007747218290e-01   1.721272622081e-01
  7.416000000000e-01   5.141714817842e+00   1.574213728256e+00   5.103206707481e-01   1.712723384228e-01
  7.428000000000e-01   5.253841242403e+00   1.613247411423e+00   5.201590868012e-01   1.704198885037e-01
  7.440000000000e-01   5.369279476966e+00   1.653519534177e+00   5.303010614464e-01   1.695698536932e-01
  7.452000000000e-01   5.488153643018e+00   1.695078439765e+00   5.407581906505e-01   1.687221749293e-01
  7.464000000000e-01   5.610593451321e+00   1.737974708431e+00   5.515426002701e-01   1.678767929495e-01
  7.476000000000e-01   5.736734496162e+00   1.782261277498e+00   5.626669742887e-01   1.670336482822e-01
  7.488000000000e-01   5.866718567386e+00   1.827993568819e+00   5.741445847767e-01   1.661926812371e-01
  7.500000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.512000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.524000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.536000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.548000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.560000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.572000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.584000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.596000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.608000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.620000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.632000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.644000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.656000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.668000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.680000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.692000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.704000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.716000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.728000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.740000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.752000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.764000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.776000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.788000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.800000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.812000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.824000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.836000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.848000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.860000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.872000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.884000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.896000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.908000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.920000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.932000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.944000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.956000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.968000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.980000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.992000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.004000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.016000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.028000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.040000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.052000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.064000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.076000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.088000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.100000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.112000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.124000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.136000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.148000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.160000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.172000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.184000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.196000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.208000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.220000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.232000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.244000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.256000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.268000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.280000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.292000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.304000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.316000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.328000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.340000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.352000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.364000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.376000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.388000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.400000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.412000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.424000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.436000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.448000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.460000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.472000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.484000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.496000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.508000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.520000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.532000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.544000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.556000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.568000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.580000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.592000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.604000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.616000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.628000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.640000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.652000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.664000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.676000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.688000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.700000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.712000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.724000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.736000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.748000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.760000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.772000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.784000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.796000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.808000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.820000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.832000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.844000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.856000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.868000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.880000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.892000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.904000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.916000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.928000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.940000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.952000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.964000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.976000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.988000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.000000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.012000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.024000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.036000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.048000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.060000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.072000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.084000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.096000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.108000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.120000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.132000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.144000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.156000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.168000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.180000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.192000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.204000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.216000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.228000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.240000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.252000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.264000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.276000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.288000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.300000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.312000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.324000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.336000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.348000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.360000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.372000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.384000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.396000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.408000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.420000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.432000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.444000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.456000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.468000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.480000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.492000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.504000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.516000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.528000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.540000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.552000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.564000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.576000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.588000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.600000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.612000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.624000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.636000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.648000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.660000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.672000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.684000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.696000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.708000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.720000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.732000000000e-01   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
